window_end_date,disease,province,split,forecast_start,forecast_end
2014-07-20,influenza,CA-ON,test,2014-07-27,2014-09-14
2014-07-27,influenza,CA-ON,test,2014-08-03,2014-09-21
2014-08-03,influenza,CA-ON,test,2014-08-10,2014-09-28
2014-08-10,influenza,CA-ON,test,2014-08-17,2014-10-05
2014-08-17,influenza,CA-ON,test,2014-08-24,2014-10-12
2014-08-24,influenza,CA-ON,test,2014-08-31,2014-10-19
2014-08-31,influenza,CA-ON,test,2014-09-07,2014-10-26
2014-09-07,influenza,CA-ON,test,2014-09-14,2014-11-02
2014-09-14,influenza,CA-ON,test,2014-09-21,2014-11-09
2014-09-21,influenza,CA-ON,test,2014-09-28,2014-11-16
2014-09-28,influenza,CA-ON,test,2014-10-05,2014-11-23
2014-10-05,influenza,CA-ON,test,2014-10-12,2014-11-30
2014-10-12,influenza,CA-ON,test,2014-10-19,2014-12-07
2014-10-19,influenza,CA-ON,test,2014-10-26,2014-12-14
2014-10-26,influenza,CA-ON,test,2014-11-02,2014-12-21
2014-11-02,influenza,CA-ON,test,2014-11-09,2014-12-28
2014-11-09,influenza,CA-ON,test,2014-11-16,2015-01-04
2014-11-16,influenza,CA-ON,test,2014-11-23,2015-01-11
2014-11-23,influenza,CA-ON,test,2014-11-30,2015-01-18
2014-11-30,influenza,CA-ON,test,2014-12-07,2015-01-25
2014-12-07,influenza,CA-ON,test,2014-12-14,2015-02-01
2014-12-14,influenza,CA-ON,test,2014-12-21,2015-02-08
2014-12-21,influenza,CA-ON,test,2014-12-28,2015-02-15
2014-12-28,influenza,CA-ON,test,2015-01-04,2015-02-22
2015-01-04,influenza,CA-ON,test,2015-01-11,2015-03-01
2015-01-11,influenza,CA-ON,test,2015-01-18,2015-03-08
2015-01-18,influenza,CA-ON,test,2015-01-25,2015-03-15
2015-01-25,influenza,CA-ON,test,2015-02-01,2015-03-22
2015-02-01,influenza,CA-ON,test,2015-02-08,2015-03-29
2015-02-08,influenza,CA-ON,test,2015-02-15,2015-04-05
2015-02-15,influenza,CA-ON,test,2015-02-22,2015-04-12
2015-02-22,influenza,CA-ON,test,2015-03-01,2015-04-19
2015-03-01,influenza,CA-ON,test,2015-03-08,2015-04-26
2015-03-08,influenza,CA-ON,test,2015-03-15,2015-05-03
2015-03-15,influenza,CA-ON,test,2015-03-22,2015-05-10
2015-03-22,influenza,CA-ON,test,2015-03-29,2015-05-17
2015-03-29,influenza,CA-ON,test,2015-04-05,2015-05-24
2015-04-05,influenza,CA-ON,test,2015-04-12,2015-05-31
2015-04-12,influenza,CA-ON,test,2015-04-19,2015-06-07
2015-04-19,influenza,CA-ON,test,2015-04-26,2015-06-14
2015-04-26,influenza,CA-ON,test,2015-05-03,2015-06-21
2015-05-03,influenza,CA-ON,test,2015-05-10,2015-06-28
2015-05-10,influenza,CA-ON,test,2015-05-17,2015-07-05
2015-05-17,influenza,CA-ON,test,2015-05-24,2015-07-12
2015-05-24,influenza,CA-ON,test,2015-05-31,2015-07-19
2015-05-31,influenza,CA-ON,test,2015-06-07,2015-07-26
2015-06-07,influenza,CA-ON,test,2015-06-14,2015-08-02
2015-06-14,influenza,CA-ON,test,2015-06-21,2015-08-09
2015-06-21,influenza,CA-ON,test,2015-06-28,2015-08-16
2015-06-28,influenza,CA-ON,test,2015-07-05,2015-08-23
2015-07-05,influenza,CA-ON,test,2015-07-12,2015-08-30
2015-07-12,influenza,CA-ON,test,2015-07-19,2015-09-06
2015-07-19,influenza,CA-ON,test,2015-07-26,2015-09-13
2015-07-26,influenza,CA-ON,test,2015-08-02,2015-09-20
2015-08-02,influenza,CA-ON,test,2015-08-09,2015-09-27
2015-08-09,influenza,CA-ON,test,2015-08-16,2015-10-04
2015-08-16,influenza,CA-ON,test,2015-08-23,2015-10-11
2015-08-23,influenza,CA-ON,test,2015-08-30,2015-10-18
2015-08-30,influenza,CA-ON,test,2015-09-06,2015-10-25
2015-09-06,influenza,CA-ON,test,2015-09-13,2015-11-01
2015-09-13,influenza,CA-ON,test,2015-09-20,2015-11-08
2015-09-20,influenza,CA-ON,test,2015-09-27,2015-11-15
2015-09-27,influenza,CA-ON,test,2015-10-04,2015-11-22
2015-10-04,influenza,CA-ON,test,2015-10-11,2015-11-29
2015-10-11,influenza,CA-ON,test,2015-10-18,2015-12-06
2015-10-18,influenza,CA-ON,test,2015-10-25,2015-12-13
2015-10-25,influenza,CA-ON,test,2015-11-01,2015-12-20
2015-11-01,influenza,CA-ON,test,2015-11-08,2015-12-27
2015-11-08,influenza,CA-ON,test,2015-11-15,2016-01-03
2015-11-15,influenza,CA-ON,test,2015-11-22,2016-01-10
2015-11-22,influenza,CA-ON,test,2015-11-29,2016-01-17
2015-11-29,influenza,CA-ON,test,2015-12-06,2016-01-24
2015-12-06,influenza,CA-ON,test,2015-12-13,2016-01-31
2015-12-13,influenza,CA-ON,test,2015-12-20,2016-02-07
2015-12-20,influenza,CA-ON,test,2015-12-27,2016-02-14
2015-12-27,influenza,CA-ON,test,2016-01-03,2016-02-21
2016-01-03,influenza,CA-ON,test,2016-01-10,2016-02-28
2016-01-10,influenza,CA-ON,test,2016-01-17,2016-03-06
2016-01-17,influenza,CA-ON,test,2016-01-24,2016-03-13
2016-01-24,influenza,CA-ON,test,2016-01-31,2016-03-20
2016-01-31,influenza,CA-ON,test,2016-02-07,2016-03-27
2016-02-07,influenza,CA-ON,test,2016-02-14,2016-04-03
2016-02-14,influenza,CA-ON,test,2016-02-21,2016-04-10
2016-02-21,influenza,CA-ON,test,2016-02-28,2016-04-17
2016-02-28,influenza,CA-ON,test,2016-03-06,2016-04-24
2016-03-06,influenza,CA-ON,test,2016-03-13,2016-05-01
2016-03-13,influenza,CA-ON,test,2016-03-20,2016-05-08
2016-03-20,influenza,CA-ON,test,2016-03-27,2016-05-15
2016-03-27,influenza,CA-ON,test,2016-04-03,2016-05-22
2016-04-03,influenza,CA-ON,test,2016-04-10,2016-05-29
2016-04-10,influenza,CA-ON,test,2016-04-17,2016-06-05
2016-04-17,influenza,CA-ON,test,2016-04-24,2016-06-12
2016-04-24,influenza,CA-ON,test,2016-05-01,2016-06-19
2016-05-01,influenza,CA-ON,test,2016-05-08,2016-06-26
2016-05-08,influenza,CA-ON,test,2016-05-15,2016-07-03
2016-05-15,influenza,CA-ON,test,2016-05-22,2016-07-10
2016-05-22,influenza,CA-ON,test,2016-05-29,2016-07-17
2016-05-29,influenza,CA-ON,test,2016-06-05,2016-07-24
2016-06-05,influenza,CA-ON,test,2016-06-12,2016-07-31
2016-06-12,influenza,CA-ON,test,2016-06-19,2016-08-07
2016-06-19,influenza,CA-ON,test,2016-06-26,2016-08-14
2016-06-26,influenza,CA-ON,test,2016-07-03,2016-08-21
2016-07-03,influenza,CA-ON,test,2016-07-10,2016-08-28
2016-07-10,influenza,CA-ON,test,2016-07-17,2016-09-04
2016-07-17,influenza,CA-ON,test,2016-07-24,2016-09-11
2016-07-24,influenza,CA-ON,test,2016-07-31,2016-09-18
2016-07-31,influenza,CA-ON,test,2016-08-07,2016-09-25
2016-08-07,influenza,CA-ON,test,2016-08-14,2016-10-02
2016-08-14,influenza,CA-ON,test,2016-08-21,2016-10-09
2016-08-21,influenza,CA-ON,test,2016-08-28,2016-10-16
2016-08-28,influenza,CA-ON,test,2016-09-04,2016-10-23
2016-09-04,influenza,CA-ON,test,2016-09-11,2016-10-30
2016-09-11,influenza,CA-ON,test,2016-09-18,2016-11-06
2016-09-18,influenza,CA-ON,test,2016-09-25,2016-11-13
2016-09-25,influenza,CA-ON,test,2016-10-02,2016-11-20
2016-10-02,influenza,CA-ON,test,2016-10-09,2016-11-27
2016-10-09,influenza,CA-ON,test,2016-10-16,2016-12-04
2016-10-16,influenza,CA-ON,test,2016-10-23,2016-12-11
2016-10-23,influenza,CA-ON,test,2016-10-30,2016-12-18
2016-10-30,influenza,CA-ON,test,2016-11-06,2016-12-25
2016-11-06,influenza,CA-ON,test,2016-11-13,2017-01-01
2016-11-13,influenza,CA-ON,test,2016-11-20,2017-01-08
2016-11-20,influenza,CA-ON,test,2016-11-27,2017-01-15
2016-11-27,influenza,CA-ON,test,2016-12-04,2017-01-22
2016-12-04,influenza,CA-ON,test,2016-12-11,2017-01-29
2016-12-11,influenza,CA-ON,test,2016-12-18,2017-02-05
2016-12-18,influenza,CA-ON,test,2016-12-25,2017-02-12
2016-12-25,influenza,CA-ON,test,2017-01-01,2017-02-19
2017-01-01,influenza,CA-ON,test,2017-01-08,2017-02-26
2017-01-08,influenza,CA-ON,test,2017-01-15,2017-03-05
2017-01-15,influenza,CA-ON,test,2017-01-22,2017-03-12
2017-01-22,influenza,CA-ON,test,2017-01-29,2017-03-19
2017-01-29,influenza,CA-ON,test,2017-02-05,2017-03-26
2017-02-05,influenza,CA-ON,test,2017-02-12,2017-04-02
2017-02-12,influenza,CA-ON,test,2017-02-19,2017-04-09
2017-02-19,influenza,CA-ON,test,2017-02-26,2017-04-16
2017-02-26,influenza,CA-ON,test,2017-03-05,2017-04-23
2017-03-05,influenza,CA-ON,test,2017-03-12,2017-04-30
2017-03-12,influenza,CA-ON,test,2017-03-19,2017-05-07
2017-03-19,influenza,CA-ON,test,2017-03-26,2017-05-14
2017-03-26,influenza,CA-ON,test,2017-04-02,2017-05-21
2017-04-02,influenza,CA-ON,test,2017-04-09,2017-05-28
2017-04-09,influenza,CA-ON,test,2017-04-16,2017-06-04
2017-04-16,influenza,CA-ON,test,2017-04-23,2017-06-11
2017-04-23,influenza,CA-ON,test,2017-04-30,2017-06-18
2017-04-30,influenza,CA-ON,test,2017-05-07,2017-06-25
2017-05-07,influenza,CA-ON,test,2017-05-14,2017-07-02
2017-05-14,influenza,CA-ON,test,2017-05-21,2017-07-09
2017-05-21,influenza,CA-ON,test,2017-05-28,2017-07-16
2017-05-28,influenza,CA-ON,test,2017-06-04,2017-07-23
2017-06-04,influenza,CA-ON,test,2017-06-11,2017-07-30
2017-06-11,influenza,CA-ON,test,2017-06-18,2017-08-06
2017-06-18,influenza,CA-ON,test,2017-06-25,2017-08-13
2017-06-25,influenza,CA-ON,test,2017-07-02,2017-08-20
2017-07-02,influenza,CA-ON,test,2017-07-09,2017-08-27
2017-07-09,influenza,CA-ON,test,2017-07-16,2017-09-03
2017-07-16,influenza,CA-ON,test,2017-07-23,2017-09-10
2017-07-23,influenza,CA-ON,test,2017-07-30,2017-09-17
2017-07-30,influenza,CA-ON,test,2017-08-06,2017-09-24
2017-08-06,influenza,CA-ON,test,2017-08-13,2017-10-01
2017-08-13,influenza,CA-ON,test,2017-08-20,2017-10-08
2017-08-20,influenza,CA-ON,test,2017-08-27,2017-10-15
2017-08-27,influenza,CA-ON,test,2017-09-03,2017-10-22
2017-09-03,influenza,CA-ON,test,2017-09-10,2017-10-29
2017-09-10,influenza,CA-ON,test,2017-09-17,2017-11-05
2017-09-17,influenza,CA-ON,test,2017-09-24,2017-11-12
2017-09-24,influenza,CA-ON,test,2017-10-01,2017-11-19
2017-10-01,influenza,CA-ON,test,2017-10-08,2017-11-26
2017-10-08,influenza,CA-ON,test,2017-10-15,2017-12-03
2017-10-15,influenza,CA-ON,test,2017-10-22,2017-12-10
2017-10-22,influenza,CA-ON,test,2017-10-29,2017-12-17
2017-10-29,influenza,CA-ON,test,2017-11-05,2017-12-24
2017-11-05,influenza,CA-ON,test,2017-11-12,2017-12-31
2017-11-12,influenza,CA-ON,test,2017-11-19,2018-01-07
2017-11-19,influenza,CA-ON,test,2017-11-26,2018-01-14
2017-11-26,influenza,CA-ON,test,2017-12-03,2018-01-21
2017-12-03,influenza,CA-ON,test,2017-12-10,2018-01-28
2017-12-10,influenza,CA-ON,test,2017-12-17,2018-02-04
2017-12-17,influenza,CA-ON,test,2017-12-24,2018-02-11
2017-12-24,influenza,CA-ON,test,2017-12-31,2018-02-18
2017-12-31,influenza,CA-ON,test,2018-01-07,2018-02-25
2018-01-07,influenza,CA-ON,test,2018-01-14,2018-03-04
2018-01-14,influenza,CA-ON,test,2018-01-21,2018-03-11
2018-01-21,influenza,CA-ON,test,2018-01-28,2018-03-18
2018-01-28,influenza,CA-ON,test,2018-02-04,2018-03-25
2018-02-04,influenza,CA-ON,test,2018-02-11,2018-04-01
2018-02-11,influenza,CA-ON,test,2018-02-18,2018-04-08
2018-02-18,influenza,CA-ON,test,2018-02-25,2018-04-15
2018-02-25,influenza,CA-ON,test,2018-03-04,2018-04-22
2018-03-04,influenza,CA-ON,test,2018-03-11,2018-04-29
2018-03-11,influenza,CA-ON,test,2018-03-18,2018-05-06
2018-03-18,influenza,CA-ON,test,2018-03-25,2018-05-13
2018-03-25,influenza,CA-ON,test,2018-04-01,2018-05-20
2018-04-01,influenza,CA-ON,test,2018-04-08,2018-05-27
2018-04-08,influenza,CA-ON,test,2018-04-15,2018-06-03
2018-04-15,influenza,CA-ON,test,2018-04-22,2018-06-10
2018-04-22,influenza,CA-ON,test,2018-04-29,2018-06-17
2018-04-29,influenza,CA-ON,test,2018-05-06,2018-06-24
2018-05-06,influenza,CA-ON,test,2018-05-13,2018-07-01
2018-05-13,influenza,CA-ON,test,2018-05-20,2018-07-08
2018-05-20,influenza,CA-ON,test,2018-05-27,2018-07-15
2018-05-27,influenza,CA-ON,test,2018-06-03,2018-07-22
2018-06-03,influenza,CA-ON,test,2018-06-10,2018-07-29
2018-06-10,influenza,CA-ON,test,2018-06-17,2018-08-05
2018-06-17,influenza,CA-ON,test,2018-06-24,2018-08-12
2018-06-24,influenza,CA-ON,test,2018-07-01,2018-08-19
2018-07-01,influenza,CA-ON,test,2018-07-08,2018-08-26
2018-07-08,influenza,CA-ON,test,2018-07-15,2018-09-02
2018-07-15,influenza,CA-ON,test,2018-07-22,2018-09-09
2018-07-22,influenza,CA-ON,test,2018-07-29,2018-09-16
2018-07-29,influenza,CA-ON,test,2018-08-05,2018-09-23
2018-08-05,influenza,CA-ON,test,2018-08-12,2018-09-30
2018-08-12,influenza,CA-ON,test,2018-08-19,2018-10-07
2018-08-19,influenza,CA-ON,test,2018-08-26,2018-10-14
2018-08-26,influenza,CA-ON,test,2018-09-02,2018-10-21
2018-09-02,influenza,CA-ON,test,2018-09-09,2018-10-28
2018-09-09,influenza,CA-ON,test,2018-09-16,2018-11-04
2018-09-16,influenza,CA-ON,test,2018-09-23,2018-11-11
2018-09-23,influenza,CA-ON,test,2018-09-30,2018-11-18
2018-09-30,influenza,CA-ON,test,2018-10-07,2018-11-25
2018-10-07,influenza,CA-ON,test,2018-10-14,2018-12-02
2018-10-14,influenza,CA-ON,test,2018-10-21,2018-12-09
2018-10-21,influenza,CA-ON,test,2018-10-28,2018-12-16
2018-10-28,influenza,CA-ON,test,2018-11-04,2018-12-23
2018-11-04,influenza,CA-ON,test,2018-11-11,2018-12-30
2018-11-11,influenza,CA-ON,test,2018-11-18,2019-01-06
2018-11-18,influenza,CA-ON,test,2018-11-25,2019-01-13
2018-11-25,influenza,CA-ON,test,2018-12-02,2019-01-20
2018-12-02,influenza,CA-ON,test,2018-12-09,2019-01-27
2018-12-09,influenza,CA-ON,test,2018-12-16,2019-02-03
2018-12-16,influenza,CA-ON,test,2018-12-23,2019-02-10
2018-12-23,influenza,CA-ON,test,2018-12-30,2019-02-17
2018-12-30,influenza,CA-ON,test,2019-01-06,2019-02-24
2019-01-06,influenza,CA-ON,test,2019-01-13,2019-03-03
2019-01-13,influenza,CA-ON,test,2019-01-20,2019-03-10
2019-01-20,influenza,CA-ON,test,2019-01-27,2019-03-17
2019-01-27,influenza,CA-ON,test,2019-02-03,2019-03-24
2019-02-03,influenza,CA-ON,test,2019-02-10,2019-03-31
2019-02-10,influenza,CA-ON,test,2019-02-17,2019-04-07
2019-02-17,influenza,CA-ON,test,2019-02-24,2019-04-14
2019-02-24,influenza,CA-ON,test,2019-03-03,2019-04-21
2019-03-03,influenza,CA-ON,test,2019-03-10,2019-04-28
2019-03-10,influenza,CA-ON,test,2019-03-17,2019-05-05
2019-03-17,influenza,CA-ON,test,2019-03-24,2019-05-12
2019-03-24,influenza,CA-ON,test,2019-03-31,2019-05-19
2019-03-31,influenza,CA-ON,test,2019-04-07,2019-05-26
2019-04-07,influenza,CA-ON,test,2019-04-14,2019-06-02
2019-04-14,influenza,CA-ON,test,2019-04-21,2019-06-09
2019-04-21,influenza,CA-ON,test,2019-04-28,2019-06-16
2019-04-28,influenza,CA-ON,test,2019-05-05,2019-06-23
2019-05-05,influenza,CA-ON,test,2019-05-12,2019-06-30
2019-05-12,influenza,CA-ON,test,2019-05-19,2019-07-07
2019-05-19,influenza,CA-ON,test,2019-05-26,2019-07-14
2019-05-26,influenza,CA-ON,test,2019-06-02,2019-07-21
2019-06-02,influenza,CA-ON,test,2019-06-09,2019-07-28
2019-06-09,influenza,CA-ON,test,2019-06-16,2019-08-04
2019-06-16,influenza,CA-ON,test,2019-06-23,2019-08-11
2019-06-23,influenza,CA-ON,test,2019-06-30,2019-08-18
2019-06-30,influenza,CA-ON,test,2019-07-07,2019-08-25
2019-07-07,influenza,CA-ON,test,2019-07-14,2019-09-01
2019-07-14,influenza,CA-ON,test,2019-07-21,2019-09-08
2019-07-21,influenza,CA-ON,test,2019-07-28,2019-09-15
2019-07-28,influenza,CA-ON,test,2019-08-04,2019-09-22
2019-08-04,influenza,CA-ON,test,2019-08-11,2019-09-29
2019-08-11,influenza,CA-ON,test,2019-08-18,2019-10-06
2019-08-18,influenza,CA-ON,test,2019-08-25,2019-10-13
2019-08-25,influenza,CA-ON,test,2019-09-01,2019-10-20
2019-09-01,influenza,CA-ON,test,2019-09-08,2019-10-27
2019-09-08,influenza,CA-ON,test,2019-09-15,2019-11-03
2019-09-15,influenza,CA-ON,test,2019-09-22,2019-11-10
2019-09-22,influenza,CA-ON,test,2019-09-29,2019-11-17
2019-09-29,influenza,CA-ON,test,2019-10-06,2019-11-24
2019-10-06,influenza,CA-ON,test,2019-10-13,2019-12-01
2019-10-13,influenza,CA-ON,test,2019-10-20,2019-12-08
2019-10-20,influenza,CA-ON,test,2019-10-27,2019-12-15
2019-10-27,influenza,CA-ON,test,2019-11-03,2019-12-22
2019-11-03,influenza,CA-ON,test,2019-11-10,2019-12-29
2019-11-10,influenza,CA-ON,test,2019-11-17,2020-01-05
2019-11-17,influenza,CA-ON,test,2019-11-24,2020-01-12
2019-11-24,influenza,CA-ON,test,2019-12-01,2020-01-19
2019-12-01,influenza,CA-ON,test,2019-12-08,2020-01-26
2019-12-08,influenza,CA-ON,test,2019-12-15,2020-02-02
2019-12-15,influenza,CA-ON,test,2019-12-22,2020-02-09
2019-12-22,influenza,CA-ON,test,2019-12-29,2020-02-16
2019-12-29,influenza,CA-ON,test,2020-01-05,2020-02-23
2020-01-05,influenza,CA-ON,test,2020-01-12,2020-03-01
2020-01-12,influenza,CA-ON,test,2020-01-19,2020-03-08
2020-01-19,influenza,CA-ON,test,2020-01-26,2020-03-15
2020-01-26,influenza,CA-ON,test,2020-02-02,2020-03-22
2020-02-02,influenza,CA-ON,test,2020-02-09,2020-03-29
2020-02-09,influenza,CA-ON,test,2020-02-16,2020-04-05
2020-02-16,influenza,CA-ON,test,2020-02-23,2020-04-12
2020-02-23,influenza,CA-ON,test,2020-03-01,2020-04-19
2020-03-01,influenza,CA-ON,test,2020-03-08,2020-04-26
2020-03-08,influenza,CA-ON,test,2020-03-15,2020-05-03
2020-03-15,influenza,CA-ON,test,2020-03-22,2020-05-10
2020-03-22,influenza,CA-ON,test,2020-03-29,2020-05-17
2020-03-29,influenza,CA-ON,test,2020-04-05,2020-05-24
2020-04-05,influenza,CA-ON,test,2020-04-12,2020-05-31
2020-04-12,influenza,CA-ON,test,2020-04-19,2020-06-07
2020-04-19,influenza,CA-ON,test,2020-04-26,2020-06-14
2020-04-26,influenza,CA-ON,test,2020-05-03,2020-06-21
2020-05-03,influenza,CA-ON,test,2020-05-10,2020-06-28
2020-05-10,influenza,CA-ON,test,2020-05-17,2020-07-05
2020-05-17,influenza,CA-ON,test,2020-05-24,2020-07-12
2020-05-24,influenza,CA-ON,test,2020-05-31,2020-07-19
2020-05-31,influenza,CA-ON,test,2020-06-07,2020-07-26
2020-06-07,influenza,CA-ON,test,2020-06-14,2020-08-02
2020-06-14,influenza,CA-ON,test,2020-06-21,2020-08-09
2020-06-21,influenza,CA-ON,test,2020-06-28,2020-08-16
2020-06-28,influenza,CA-ON,test,2020-07-05,2020-08-23
2020-07-05,influenza,CA-ON,test,2020-07-12,2020-08-30
2020-07-12,influenza,CA-ON,test,2020-07-19,2020-09-06
2020-07-19,influenza,CA-ON,test,2020-07-26,2020-09-13
2020-07-26,influenza,CA-ON,test,2020-08-02,2020-09-20
2020-08-02,influenza,CA-ON,test,2020-08-09,2020-09-27
2020-08-09,influenza,CA-ON,test,2020-08-16,2020-10-04
2020-08-16,influenza,CA-ON,test,2020-08-23,2020-10-11
2020-08-23,influenza,CA-ON,test,2020-08-30,2020-10-18
2020-08-30,influenza,CA-ON,test,2020-09-06,2020-10-25
2020-09-06,influenza,CA-ON,test,2020-09-13,2020-11-01
2020-09-13,influenza,CA-ON,test,2020-09-20,2020-11-08
2020-09-20,influenza,CA-ON,test,2020-09-27,2020-11-15
2020-09-27,influenza,CA-ON,test,2020-10-04,2020-11-22
2020-10-04,influenza,CA-ON,test,2020-10-11,2020-11-29
2020-10-11,influenza,CA-ON,test,2020-10-18,2020-12-06
2020-10-18,influenza,CA-ON,test,2020-10-25,2020-12-13
2020-10-25,influenza,CA-ON,test,2020-11-01,2020-12-20
2020-11-01,influenza,CA-ON,test,2020-11-08,2020-12-27
2020-11-08,influenza,CA-ON,test,2020-11-15,2021-01-03
2020-11-15,influenza,CA-ON,test,2020-11-22,2021-01-10
2020-11-22,influenza,CA-ON,test,2020-11-29,2021-01-17
2020-11-29,influenza,CA-ON,test,2020-12-06,2021-01-24
2020-12-06,influenza,CA-ON,test,2020-12-13,2021-01-31
2020-12-13,influenza,CA-ON,test,2020-12-20,2021-02-07
2020-12-20,influenza,CA-ON,test,2020-12-27,2021-02-14
2020-12-27,influenza,CA-ON,test,2021-01-03,2021-02-21
2021-01-03,influenza,CA-ON,test,2021-01-10,2021-02-28
2021-01-10,influenza,CA-ON,test,2021-01-17,2021-03-07
2021-01-17,influenza,CA-ON,test,2021-01-24,2021-03-14
2021-01-24,influenza,CA-ON,test,2021-01-31,2021-03-21
2021-01-31,influenza,CA-ON,test,2021-02-07,2021-03-28
2021-02-07,influenza,CA-ON,test,2021-02-14,2021-04-04
2021-02-14,influenza,CA-ON,test,2021-02-21,2021-04-11
2021-02-21,influenza,CA-ON,test,2021-02-28,2021-04-18
2021-02-28,influenza,CA-ON,test,2021-03-07,2021-04-25
2021-03-07,influenza,CA-ON,test,2021-03-14,2021-05-02
2021-03-14,influenza,CA-ON,test,2021-03-21,2021-05-09
2021-03-21,influenza,CA-ON,test,2021-03-28,2021-05-16
2021-03-28,influenza,CA-ON,test,2021-04-04,2021-05-23
2021-04-04,influenza,CA-ON,test,2021-04-11,2021-05-30
2021-04-11,influenza,CA-ON,test,2021-04-18,2021-06-06
2021-04-18,influenza,CA-ON,test,2021-04-25,2021-06-13
2021-04-25,influenza,CA-ON,test,2021-05-02,2021-06-20
2021-05-02,influenza,CA-ON,test,2021-05-09,2021-06-27
2021-05-09,influenza,CA-ON,test,2021-05-16,2021-07-04
2021-05-16,influenza,CA-ON,test,2021-05-23,2021-07-11
2021-05-23,influenza,CA-ON,test,2021-05-30,2021-07-18
2021-05-30,influenza,CA-ON,test,2021-06-06,2021-07-25
2021-06-06,influenza,CA-ON,test,2021-06-13,2021-08-01
2021-06-13,influenza,CA-ON,test,2021-06-20,2021-08-08
2021-06-20,influenza,CA-ON,test,2021-06-27,2021-08-15
2021-06-27,influenza,CA-ON,test,2021-07-04,2021-08-22
2021-07-04,influenza,CA-ON,test,2021-07-11,2021-08-29
2021-07-11,influenza,CA-ON,test,2021-07-18,2021-09-05
2021-07-18,influenza,CA-ON,test,2021-07-25,2021-09-12
2021-07-25,influenza,CA-ON,test,2021-08-01,2021-09-19
2021-08-01,influenza,CA-ON,test,2021-08-08,2021-09-26
2021-08-08,influenza,CA-ON,test,2021-08-15,2021-10-03
2021-08-15,influenza,CA-ON,test,2021-08-22,2021-10-10
2021-08-22,influenza,CA-ON,test,2021-08-29,2021-10-17
2021-08-29,influenza,CA-ON,test,2021-09-05,2021-10-24
2021-09-05,influenza,CA-ON,test,2021-09-12,2021-10-31
2021-09-12,influenza,CA-ON,test,2021-09-19,2021-11-07
2021-09-19,influenza,CA-ON,test,2021-09-26,2021-11-14
2021-09-26,influenza,CA-ON,test,2021-10-03,2021-11-21
2021-10-03,influenza,CA-ON,test,2021-10-10,2021-11-28
2021-10-10,influenza,CA-ON,test,2021-10-17,2021-12-05
2021-10-17,influenza,CA-ON,test,2021-10-24,2021-12-12
2021-10-24,influenza,CA-ON,test,2021-10-31,2021-12-19
2021-10-31,influenza,CA-ON,test,2021-11-07,2021-12-26
1924-12-21,measles,CA-ON,train,1924-12-28,1925-02-15
1924-12-28,measles,CA-ON,train,1925-01-04,1925-02-22
1925-01-04,measles,CA-ON,train,1925-01-11,1925-03-01
1925-01-11,measles,CA-ON,train,1925-01-18,1925-03-08
1925-01-18,measles,CA-ON,train,1925-01-25,1925-03-15
1925-01-25,measles,CA-ON,train,1925-02-01,1925-03-22
1925-02-01,measles,CA-ON,train,1925-02-08,1925-03-29
1925-02-08,measles,CA-ON,train,1925-02-15,1925-04-05
1925-02-15,measles,CA-ON,train,1925-02-22,1925-04-12
1925-02-22,measles,CA-ON,train,1925-03-01,1925-04-19
1925-03-01,measles,CA-ON,train,1925-03-08,1925-04-26
1925-03-08,measles,CA-ON,train,1925-03-15,1925-05-03
1925-03-15,measles,CA-ON,train,1925-03-22,1925-05-10
1925-03-22,measles,CA-ON,train,1925-03-29,1925-05-17
1925-03-29,measles,CA-ON,train,1925-04-05,1925-05-24
1925-04-05,measles,CA-ON,train,1925-04-12,1925-05-31
1925-04-12,measles,CA-ON,train,1925-04-19,1925-06-07
1925-04-19,measles,CA-ON,train,1925-04-26,1925-06-14
1925-04-26,measles,CA-ON,train,1925-05-03,1925-06-21
1925-05-03,measles,CA-ON,train,1925-05-10,1925-06-28
1925-05-10,measles,CA-ON,train,1925-05-17,1925-07-05
1925-05-17,measles,CA-ON,train,1925-05-24,1925-07-12
1925-05-24,measles,CA-ON,train,1925-05-31,1925-07-19
1925-05-31,measles,CA-ON,train,1925-06-07,1925-07-26
1925-06-07,measles,CA-ON,train,1925-06-14,1925-08-02
1925-06-14,measles,CA-ON,train,1925-06-21,1925-08-09
1925-06-21,measles,CA-ON,train,1925-06-28,1925-08-16
1925-06-28,measles,CA-ON,train,1925-07-05,1925-08-23
1925-07-05,measles,CA-ON,train,1925-07-12,1925-08-30
1925-07-12,measles,CA-ON,train,1925-07-19,1925-09-06
